ENSG00000187634.10	924879	107583
ENSG00000187634.10	924879	107583
ENSG00000187634.10	924879	107583
ENSG00000187634.10	924879	20614
ENSG00000187634.10	924879	20614
ENSG00000187634.10	924879	1200
ENSG00000187634.10	924879	15378
ENSG00000187634.10	924879	16640
ENSG00000188976.10	959309	173
ENSG00000188976.10	959309	173
ENSG00000187583.10	966496	54
ENSG00000187583.10	966496	54
ENSG00000187642.9	982093	6101
ENSG00000187642.9	982093	6101
ENSG00000188290.10	1000172	176
ENSG00000188290.10	1000172	176
ENSG00000188290.10	1000172	176
ENSG00000187608.8	1001137	712
ENSG00000188157.13	1020122	6878
ENSG00000188157.13	1020122	6878
ENSG00000188157.13	1020122	6878
ENSG00000188157.13	1020122	6878
ENSG00000188157.13	1020122	926
ENSG00000188157.13	1020122	926
ENSG00000188157.13	1020122	20485
ENSG00000131591.17	1116361	5727
ENSG00000162571.13	1173883	16503
ENSG00000162571.13	1173883	16503
ENSG00000162571.13	1173883	16503
ENSG00000162571.13	1173883	16503
ENSG00000186891.13	1206691	1382
ENSG00000186891.13	1206691	1382
ENSG00000078808.16	1232031	347
ENSG00000078808.16	1232031	347
ENSG00000078808.16	1232031	347
ENSG00000160087.20	1273885	350
ENSG00000160087.20	1273885	350
ENSG00000160087.20	1273885	350
ENSG00000160087.20	1273885	350
ENSG00000169972.11	1308566	3872
ENSG00000169972.11	1308566	3872
ENSG00000169972.11	1308566	2922
ENSG00000127054.18	1324691	6430
ENSG00000127054.18	1324691	309
ENSG00000127054.18	1324691	309
ENSG00000127054.18	1324691	309
ENSG00000107404.17	1349350	6105
ENSG00000162576.16	1361777	3498
ENSG00000162576.16	1361777	3498
ENSG00000162576.16	1361777	1209
ENSG00000162576.16	1361777	282
ENSG00000235098.8	1421769	1956
ENSG00000235098.8	1421769	1956
ENSG00000235098.8	1421769	1956
ENSG00000205116.3	1426127	4126
ENSG00000205116.3	1426127	4126
ENSG00000205116.3	1426127	4126
ENSG00000179403.11	1434860	1578
ENSG00000179403.11	1434860	529
ENSG00000179403.11	1434860	534
ENSG00000179403.11	1434860	5971
ENSG00000179403.11	1434860	5971
ENSG00000197785.13	1512150	7462
ENSG00000197785.13	1512150	7462
ENSG00000197785.13	1512150	6802
ENSG00000197785.13	1512150	6802
ENSG00000205090.8	1540453	736
ENSG00000205090.8	1540453	187
ENSG00000205090.8	1540453	187
ENSG00000205090.8	1540453	187
ENSG00000205090.8	1540453	187
ENSG00000160075.11	1574869	690
ENSG00000160075.11	1574869	690
ENSG00000160075.11	1574869	690
ENSG00000160075.11	1574869	690
ENSG00000189409.12	1632094	1721
ENSG00000189409.12	1632094	1721
ENSG00000189409.12	1632094	1103
ENSG00000189409.12	1632094	1103
ENSG00000189339.11	1692728	6406
ENSG00000215790.6	1745992	4991
ENSG00000008130.15	1780457	3013
ENSG00000008130.15	1780457	2522
ENSG00000008130.15	1780457	2522
ENSG00000008130.15	1780457	1658
ENSG00000008130.15	1780457	1658
ENSG00000008130.15	1780457	1658
ENSG00000078369.17	1891117	43981
ENSG00000078369.17	1891117	32521
ENSG00000078369.17	1891117	723
ENSG00000078369.17	1891117	723
ENSG00000078369.17	1891117	723
ENSG00000078369.17	1891117	723
ENSG00000169885.9	1914826	6393
ENSG00000169885.9	1914826	6393
ENSG00000169885.9	1914826	6393
ENSG00000169885.9	1914826	6393
ENSG00000178821.12	1919273	426
ENSG00000178821.12	1919273	426
ENSG00000178821.12	1919273	426
ENSG00000162585.16	2212720	79759
ENSG00000162585.16	2212720	79759
