Peak_23845	817296
Peak_54490	817296
Peak_67130	817296
Peak_22173	904265
Peak_39088	904265
Peak_21162	923679
Peak_46827	940257
Peak_90471	941519
Peak_110676	959136
Peak_9439	959136
Peak_111660	966550
Peak_41325	966550
Peak_20208	975992
Peak_73472	975992
Peak_23671	999996
Peak_31592	999996
Peak_7023	999996
Peak_30448	1001849
Peak_12767	1013244
Peak_129958	1013244
Peak_59317	1013244
Peak_90196	1013244
Peak_31268	1019196
Peak_5458	1019196
Peak_16925	1040607
Peak_20098	1122088
Peak_233916	1157380
Peak_24251	1157380
Peak_62286	1157380
Peak_8947	1157380
Peak_223436	1208073
Peak_39962	1208073
Peak_1020	1231684
Peak_52736	1231684
Peak_64643	1231684
Peak_16906	1273535
Peak_2986	1273535
Peak_59432	1273535
Peak_99746	1273535
Peak_17813	1304694
Peak_38215	1304694
Peak_53813	1305644
Peak_14089	1318261
Peak_40320	1324382
Peak_80542	1324382
Peak_9317	1324382
Peak_53313	1355455
Peak_16039	1358279
Peak_263654	1358279
Peak_57917	1360568
Peak_37551	1362059
Peak_24799	1419813
Peak_32478	1419813
Peak_92206	1419813
Peak_28508	1430253
Peak_33336	1430253
Peak_40715	1430253
Peak_59235	1433282
Peak_22309	1434331
Peak_12661	1435394
Peak_125196	1440831
Peak_25343	1440831
Peak_58833	1504688
Peak_78587	1504688
Peak_153154	1505348
Peak_33133	1505348
Peak_87123	1539717
Peak_13765	1540266
Peak_167956	1540266
Peak_226168	1540266
Peak_38325	1540266
Peak_14161	1574179
Peak_151418	1574179
Peak_33298	1574179
Peak_5472	1574179
Peak_245314	1630373
Peak_36458	1630373
Peak_101843	1630991
Peak_33652	1630991
Peak_113491	1686322
Peak_46381	1741001
Peak_110035	1777444
Peak_23489	1777935
Peak_68686	1777935
Peak_100741	1782115
Peak_78655	1782115
Peak_94809	1782115
Peak_104474	1847136
Peak_53415	1858596
Peak_23826	1890394
Peak_48863	1890394
Peak_60893	1890394
Peak_8243	1890394
Peak_10207	1908433
Peak_207703	1908433
Peak_31010	1908433
Peak_7738	1908433
Peak_10273	1918847
Peak_126409	1918847
Peak_4231	1918847
Peak_3704	2132961
Peak_9444	2132961
Peak_1329	2189397
Peak_21501	2189397
Peak_27957	2189397
Peak_15727	2194676
Peak_16196	2194676
Peak_4294	2194676
Peak_200746	2199130
Peak_3249	2199130
Peak_18000	2204388
Peak_50681	2204388
Peak_11170	2205183
Peak_199065	2207516
