ENSG00000187634.10	924879	16572
ENSG00000187634.10	924879	16572
ENSG00000188976.10	959309	132
ENSG00000188976.10	959309	132
ENSG00000187583.10	966496	415
ENSG00000187583.10	966496	415
ENSG00000187642.9	982093	6134
ENSG00000188290.10	1000172	225
ENSG00000188290.10	1000172	225
ENSG00000188290.10	1000172	225
ENSG00000188157.13	1020122	6926
ENSG00000188157.13	1020122	6926
ENSG00000188157.13	1020122	6926
ENSG00000188157.13	1020122	799
ENSG00000188157.13	1020122	799
ENSG00000188157.13	1020122	799
ENSG00000188157.13	1020122	4548
ENSG00000188157.13	1020122	4997
ENSG00000188157.13	1020122	12367
ENSG00000188157.13	1020122	12700
ENSG00000188157.13	1020122	12700
ENSG00000237330.2	1074307	6625
ENSG00000237330.2	1074307	6625
ENSG00000237330.2	1074307	5791
ENSG00000237330.2	1074307	5791
ENSG00000237330.2	1074307	5186
ENSG00000237330.2	1074307	5186
ENSG00000237330.2	1074307	5186
ENSG00000131591.17	1116361	8436
ENSG00000131591.17	1116361	8736
ENSG00000131591.17	1116361	8736
ENSG00000131591.17	1116361	20045
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000131591.17	1116361	27735
ENSG00000162571.13	1173883	23940
ENSG00000162571.13	1173883	23940
ENSG00000162571.13	1173883	15999
ENSG00000162571.13	1173883	15999
ENSG00000078808.16	1232031	355
ENSG00000078808.16	1232031	355
ENSG00000160087.20	1273885	1474
ENSG00000162572.19	1280435	1154
ENSG00000162572.19	1280435	1154
ENSG00000169972.11	1308566	2899
ENSG00000127054.18	1324691	6366
ENSG00000127054.18	1324691	303
ENSG00000127054.18	1324691	303
ENSG00000107404.17	1349350	4464
ENSG00000107404.17	1349350	1706
ENSG00000162576.16	1361777	3283
ENSG00000235098.8	1421769	2586
ENSG00000235098.8	1421769	2586
ENSG00000235098.8	1421769	1995
ENSG00000235098.8	1421769	1995
ENSG00000179403.11	1434860	1653
ENSG00000179403.11	1434860	1653
ENSG00000179403.11	1434860	672
ENSG00000205090.8	1540453	433
ENSG00000160075.11	1574869	601
ENSG00000160075.11	1574869	601
ENSG00000160075.11	1574869	601
ENSG00000160075.11	1574869	601
ENSG00000160075.11	1574869	601
ENSG00000189409.12	1632094	4739
ENSG00000189339.11	1692728	13974
ENSG00000189339.11	1692728	13974
ENSG00000189339.11	1692728	11810
ENSG00000215790.6	1745992	12738
ENSG00000215790.6	1745992	12738
ENSG00000008130.15	1780457	2122
ENSG00000008130.15	1780457	2122
ENSG00000008130.15	1780457	2054
ENSG00000008130.15	1780457	2546
ENSG00000078369.17	1891117	44029
ENSG00000078369.17	1891117	33868
ENSG00000078369.17	1891117	33868
ENSG00000078369.17	1891117	32424
ENSG00000078369.17	1891117	9430
ENSG00000078369.17	1891117	9430
ENSG00000169885.9	1914826	6496
ENSG00000169885.9	1914826	6496
ENSG00000178821.12	1919273	425
ENSG00000178821.12	1919273	425
